job_title,job_id,job_url,announcement_date,cap_bac,expiration_date,job_description,job_requirements,other_info,company_id,lb_salary,ub_salary,lb_kinh_nghiem,ub_kinh_nghiem
Media Manager,35BB8C07,https://careerbuilder.vn/vi/tim-viec-lam/media-manager.35BB8C07.html,2023-03-03,Quản lý,2023-04-07,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p><strong>About Gene Solutions</strong></p><p>Gene Solutions, a pioneer, rapidly growing and well-funded biotechnology company with a cell-free DNA platform focusing on women’s health and oncology screening. We aim to transform the standard of healthcare in developing countries by making breakthrough genetic tests, i.e. early cancer detection, affordable and accessible to millions of people. P</p><p>To serve our exponential growth, we are looking for talents to take the open positions. Please join us if you want to have a high-impact career, for yourself and for many others.</p><p><strong>What are the Responsibilities of this Role?</strong></p><ul><li>Optimize performance media spending per leads/users</li><li>Build and manage digital omnichannel, setup automation &amp; report</li><li>Monitor online and offline campaigns, and report on results.</li><li>Develop content for dissemination via press releases, social media, websites, and other distribution channels.</li><li>Ensure that key messages align with vital business strategies.</li><li>Serve as the organization’s media liaison and formal spokesperson.</li><li>Scan the media marketplace to keep up-to-date on the latest media trends.</li><li>Negotiate with media channels to close competitive deals.</li><li>Promote additional projects to support new product launches.</li><li>Build long-term relationships with media influencers.</li><li>Appropriately manage the organization’s media budget.</li></ul>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>We would love to hear from You if You have:</p><p>Similar experiences typically include:</p><ul><li>Bachelors degree in communications/media or related (essential).</li><li>3 years of work experience as a media manager or similar.</li><li>Demonstrable experience with building effective media campaigns.</li><li>Ability to nurture long-term relationships with key media influencers.</li><li>Ability to work under pressure and meet deadlines.</li><li>Ability to work independently and as part of a team.</li><li>Excellent interpersonal, communication, and public speaking skills.</li></ul><p><strong>And, what are the benefits You will have with Gene Solutions?</strong></p><p>Do you love to contribute and represent a fast-growth biotech brand with a clear business vision and corporate culture toward humanity and the transformation of global healthcare, especially in developing countries like yours?</p><p>Do you want to see yourself as part of our success story in a 5-year time when we become the champion of liquid-biopsy early cancer detection unicorn being listed in the US market?</p><p><strong>We are proud to offer you unique benefits, like:</strong></p><ul><li>Discounted suitable genetic testing products offered for you and your loved ones;</li><li>Healthcare insurance, plus Adoption/Fertility (IVF test) support;</li><li>Shared leaves, wellness, and leadership training, and volunteer time off;</li><li>Transparent and supportive culture;</li><li>And much more for you to explore with us…</li></ul>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C00244,Unknown,Unknown,5,10
Senior Lighting Designer (International projects),35BB8BFA,https://careerbuilder.vn/vi/tim-viec-lam/senior-lighting-designer-international-projects.35BB8BFA.html,2023-03-03,Nhân viên,2023-04-01,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>· Demonstrate a clear understanding of architectural design &amp; construction methods, principles &amp; procedures and apply them to all areas of work on all projects.</p><p>· Demonstrate a clear understanding of Light in the architectural context.</p><p>· Develop &amp; demonstrate a clear understanding of Boydens lighting design principles &amp; lighting techniques and documentation standards applicable for Vietnam</p><p>· Produce Lighting concept, calculations and attractive 3D renders to convince the client of your concept.</p><p>· A high willingness &amp; ability to multi-task across all Boydens projects both in Vietnam as for projects in Europe and to work equally with &amp; assist colleagues as a coherent team including the sharing of all project information.</p><p>· Understand and develop a concept based on the direction from the Boydens lighting design director and realize the design vision of architects/clients.</p><p>· When required, represent the company with attendance at meetings &amp; design-workshops with internal and external design teams / clients / suppliers / site contractors etc.</p><p>· Create knowledge center and technical library for lighting design in Vietnam by keeping up-to-date with available products and latest developments</p><p>· Continually develop &amp; enhance professional knowledge of new lamp, lighting &amp; control technologies.</p><p>· Set up an quality control process and training for the electrical designers to safeguard aesthetics, quality and correct calculations</p><p>· Be responsible for time management in relation to project deadlines; deliverables; meeting scheduling etc.</p><p>· Carry out lighting calculations manually and/or on DiaLux software whichever is appropriate.</p><p>· Assist and pro-actively help the company in the business development of the lighting design department.</p><p>· Other duties upon request.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p><strong>Requirements</strong></p><p>·        Degree/Masters in Lighting Design, Architecture or interior design or similar qualification;</p><p>·        Minimum 5 years of lighting design experience;</p><p>·        Strong in design detailing and good knowledge of materials and technical requirements;</p><p>·        Good computer literacy and well-versed in necessary design related software: Microsoft Office, AutoCAD, Revit, InDesign, Photoshop Suite, Sketchup, DiaLux Evo, etc.</p><p>·        Able to communicate and present both in Vietnamese and English</p><p>·        A strong network in lighting design with suppliers, architects, clients.</p><p><strong>We offer</strong></p><p>·           To become a quality driven Lighting engineer</p><p>·           Unique opportunity to work on forward thinking projects and international standards</p><p>·           Learn to master fully licensed BIM software on powerful workstations</p><p>·           Good working environment and European management style</p><p>·           Competitive salary according to personal experience and ability</p><p>·           15 days annual leave, 12 days sick leave, 15-20 days child sick leave.</p><p>·           International private hospitalization insurance</p><p>·           Social insurance, health insurance, unemployment insurance paid following labor law</p><p>·           Team building activity and other benefits following company policy</p><p>·           5 working days per week (Mon to Fri)</p><p>·           Starting date:  ASAP</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C00906,Unknown,Unknown,5,40
Junior Structural Engineer (International projects),35BB8BFC,https://careerbuilder.vn/vi/tim-viec-lam/junior-structural-engineer-international-projects.35BB8BFC.html,2023-03-03,Mới tốt nghiệp,2023-04-01,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>As a Junior Structural Engineer will <strong>Work</strong> with the dedicated team on <strong>international (mostly European) projects</strong> in an efficient and time-conscious manner on BIM modeling primarily in REVIT.</p><p>· You work on structural aspects (in steel and concrete) of projects from:</p><p>· You are responsible for:</p><ul><li>Modeling formwork/rebars/connection detail of all type of elements.</li><li>Deliver demolition and implantation plans</li><li>Deliver schedule of quantity of elements, rebar bending schedules</li></ul><p>· Maintain high quality of drawings (Ensure that all drawings are reviewed and checked before external submission.</p><p>· Under the guidance/ training of assigned senior engineer / Project Leader to ensure the deadlines.</p><p>· Coordinate with other designers during design process for clashing control.</p><p>· Other duties upon request.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>·         Bachelor's or graduate degree in construction or similar through experience.</p><p>·         Knowledge of structural detailing for both steel and reinforcement concrete structure.</p><p>·         Experience as a draftsman or designer at least one year.</p><p>·         Experience in 3D design (Revit/Tekla).</p><p>·         Experience in 3D rebars modelling</p><p>·         Experience with calculation programs is a plus</p><p>·         Experience with Revit add-in SOFiSTiK Reinforcement Detailings is a plus</p><p>·         Independently work out a project with a sufficient degree of detail.</p><p>·         Be able to read and understand English.</p><p>·         Knowledge of using dynamo is a plus</p><p><strong> </strong></p><p><strong> </strong><strong>We offer </strong></p><p>·         To become a quality driven structural engineer</p><p>·         Ample degree of autonomy and ability to assume responsibilities</p><p>·         Learn to master fully licensed BIM software on powerful workstations</p><p>·         Opportunity to work on forward thinking projects/overseas projects using the most advanced tools and international standards</p><p>·         International working environment and European management style</p><p>·         Competitive salary according to personal experience and ability</p><p>·         Training opportunities to develop your career</p><p>·         15 days annual leave, 12 days sick leave, 15-20 days child sick leave</p><p>·         International private hospitalization insurance with annual health check at Vinmec (VIP package)</p><p>·         Social insurance, health insurance, unemployment insurance, trade union paid following labor law</p><p>·         Team building, year-end party activity and other benefits following company policy</p><p>·         5 working days per week (Mon to Fri) with flexible starting time (7AM-9AM).</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C00906,Unknown,Unknown,Unknown,Unknown
Event Executive - Pharmaceuticals,35BB8BFF,https://careerbuilder.vn/vi/tim-viec-lam/event-executive-pharmaceuticals.35BB8BFF.html,2023-03-03,Nhân viên,2023-01-13,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p><strong>MAIN RESPONSIBILITIES</strong></p><p><strong>EVENT: </strong>Following the procedure to facilitate the operation of regular events under supervision from superiors.</p><p>Assisting in event planning &amp; execution: brief, lead, manage agencies upon projects’ requirement</p><p><strong>1. </strong><strong>Internal events execution: </strong>Support Internal event: Cycle meeting/ Mid-year/ Kick off meeting/Teambuilding<strong> </strong></p><p><strong>2. </strong><strong>Operate external events: </strong>Support MKT team to organize event for HCPs &amp; Pharmacies</p><p><strong>3. </strong><strong>Third party Congress</strong><strong>:</strong></p><p>· Sponsor HCPs to attend congress</p><p>· Grand Education program</p><p>· Donation Program</p><p><strong>4. </strong><strong>Online event: Webcast/Webinar</strong></p><p><strong>5. </strong><strong>Other events</strong></p><p><strong>BRAND MARKETING ADMINISTRATION: </strong>Following the procedure to support Marketing department in its primary and administrative duties</p><p>1. <strong>Travel </strong><strong>logistic:</strong> Arrange travel logistics for Abbott Staff attending field visit &amp; training</p><p>2. <strong>Branding material production, delivery &amp; tracking</strong></p><p><strong>Cost &amp; Payment management</strong></p><p><strong>Follow Process &amp; Policy: </strong>Attend all ethical/process training courses and apply in event management.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p><strong>MINIMUM BACKGROUND/ EXPERIENCE REQUIRED</strong></p><p><strong>Work Experience</strong></p><p><strong>1. Event execution</strong></p><p>-  Two-year experience in event management &amp; execution</p><p>-  Experience at event &amp; activation agencies is an advantage</p><p><strong>2. Marketing</strong></p><p>-  Fundamental marketing knowledge</p><p><strong>Core Skill Requirements:</strong></p><p><strong>Computer Skill: </strong></p><p>-        Familiar with Microsoft office tools</p><p><strong>English Skill: </strong></p><p>-        English - Intermediate</p><p><strong>Behavioral Skill: </strong></p><p>-        Live with Abbott core values: Speed, Competitiveness, Agility, Integrity</p><p>-        Resilience</p><p>-        Supportive Teamwork spirit</p><p>-        Have an eye for details</p><p>-        Creativity is a plus</p><p><strong>Professional Skill</strong></p><p>-        Project management skills, Organizational Skills, Problem Solving Skills</p><p><strong>MINIMUN EDUCATION BACKGROUND</strong></p><p>Open for College or University, preferrable Marketing qualification</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Cao đẳng
         </li>
                  <li> Giới tính:
         Nữ  </li>
      	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C00043,Unknown,Unknown,1,40
Senior Sales Capability Executive,35BB8BFD,https://careerbuilder.vn/vi/tim-viec-lam/senior-sales-capability-executive.35BB8BFD.html,2023-03-03,Trưởng nhóm / Giám sát,2023-04-30,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p><strong>1. Sales capabilities development </strong></p><ul><li>Develop and cascade effective sales processes and sales tools (Best Practices Tools &amp; Programs) including basic and advanced selling skills and sales management skills for Modern Off-Trade and BA team</li><li>Frequent go to the field for coaching and monitoring sales execution to sustain the sales policies.</li><li>Conduct the TNA in the sales department, especially the Modern Off-Trade and BA team, analyze individual development demand and business requirements to build the training and coaching roadmap.</li><li>Diversify training materials and methods (online, off-line, off-site, video, class-based... trainings) to develop sales capabilities in line with the company growing business.</li><li>Conduct onboarding and induction programs for the sales force, especially for Modern Off-trade and BA team</li><li>Evaluate, monitor, and upgrade training schedules and contents to optimize training and coaching effectiveness.</li></ul><p><strong>2. Training &amp; Coaching </strong></p><ul><li>Organize training classes on sales skills, sales management skills and other functional skills</li><li>Evaluate the training and coaching effectiveness and follow up post-training activities to measure the return on investments.</li><li>Keep up to date on developments and innovations in training and coaching so that the company’s training activities remain current and relevant.</li><li>Implement field coaching to the sales force</li></ul><p><strong>3. Other responsibilities </strong></p><ul><li>Build short-term and long-term plans to support sales projects and/ or sales programs, including sales training curriculum.</li><li>Participate in sales motivational events: R&amp;R, Annual Sales conference and workshop</li></ul>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <ul><li>Having experience in the same position in an FMCG company.</li><li>Minimum 3 years experience in field Sales, Modern Off-Trade and BA team is preferred</li><li>Fluent in English in Presentation and Communication</li><li>Being an excellent trainer, coach and leader</li><li>Knowledge and expertise in field sales training and instructional methods</li><li>Computer literate (MS Office, Excel, PowerPoint)</li><li>Able to travel across the country and abroad when required</li><li>A minimum of a bachelor’s degree in business administration or economics studies. </li></ul>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Cao đẳng
         </li>
            	  	              		<li> Độ tuổi:
                        28 - 40
                 
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C00422,Unknown,Unknown,3,6
Equipment Engineer,35BB8BF4,https://careerbuilder.vn/vi/tim-viec-lam/equipment-engineer.35BB8BF4.html,2023-03-03,Nhân viên,2023-04-01,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>· You will act as an equipment engineer for predefined projects within the team. In this role you specify the equipment according to client standards and international standards, codes and legislation.</p><p>· You have detailed equipment engineering knowledge in at least one of these fields:</p><p>o static equipment</p><p>o rotating equipment</p><p>o package units</p><p>o specialty equipment.</p><p>· You are familiar with international equipment standards, codes and legislation.</p><p>· You develop equipment datasheets and requisitions.</p><p>· As part of a multidisciplinary project team, you consult other engineering disciplines to collect relevant input for the datasheets and requisitions, and you will provide equipment data to other engineering disciplines.</p><p>· You set up bid tabs to technically evaluate different vendor quotes in comparison with the equipment datasheets and specifications</p><p>· You follow up on vendors after order of the equipment, and review and approve vendor documents.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>·       You have at least 2 years of experience with the design of installations in the (petro)chemical, refining or food industry.</p><p>·     Knowledge of international codes and standards related to equipment engineering, such as:</p><p>°    Static equipment: ASME VIII, API620/650, EN13445, EN14015, EN1090, TEMA, Pressure equipment directive (PED),…</p><p>°    Rotating equipment: API, ISO, EN, machinery directive,…</p><p>·     Excellent communication in English.</p><p>·     Excellent knowledge of MS Office.</p><p>·     Ability to work independently and/or in team on multiple projects simultaneously</p><p>·     Hardworking, eager to learn and attention to details</p><p>·     Excellent communication and collaboration skills.</p><p><strong>·    </strong><strong>Willing to travel to Belgium for training or projects.</strong></p><p><strong>We offer </strong></p><p>·       Opportunity to work on forward thinking projects/overseas projects using the most advanced tools and international standards</p><p>·       International working environment and European management style</p><p>·       Competitive salary according to personal experience and ability</p><p>·       Training opportunities to develop your career</p><p>·       15 days annual leave, 12 days sick leave, 15-20 days child sick leave</p><p>·       International private hospitalization insurance with annual health check at Vinmec (VIP package)</p><p>·       Social insurance, health insurance, unemployment insurance, trade union paid following labor law</p><p>·       Team building, year end party activity and other benefits following company policy</p><p>·       5 working days per week (Mon to Fri) with flexible starting time (7AM-9AM).</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
            	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C00906,Unknown,Unknown,2,40
HOT- Thư ký dự án ( Xây dựng ),35BB8B6E,https://careerbuilder.vn/vi/tim-viec-lam/hot-thu-ky-du-an-xay-dung.35BB8B6E.html,2023-03-03,Nhân viên,2023-04-30,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>- Thực hiện công tác quản trị hành chính, văn phòng trên công trường theo chỉ đạo: tổ chức họp, sắp xếp hệ thống giấy tờ, kiểm soát giờ giấc làm việc, chấm công;</p><p>- Kiểm soát tài chính tại công trường, thực hiện lệnh thu chi tại công trường</p><p>- Tập hợp, kiểm soát chứng từ kế toán phát sinh tại công trường, ghi sổ sách kế toán lưu trữ và luân chuyển chứng từ theo quy định</p><p>- Kiểm soát và lưu trữ các tài liệu – hồ sơ trên công trường. Hỗ trợ các nhóm chức năng lưu trữ hồ sơ và các công tác văn phòng khác;</p><p>- Thực hiện các công tác giao nhận tài liệu với các đối tác trên công trường. Tổng hợp và phân phối hồ sơ, tài liệu, thông tin kịp thời cho các bộ phận theo chỉ đạo;</p><p>- Các công việc khác theo sự phân công của cấp quản lý trực tiếp</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>-  Nơi làm việc : Công trường ( Quận Bình Tân )</p><p>-  Đại học/ Cao Đẳng chuyên ngành liên quan</p><p>-  Sinh viên mới ra trường sẽ được đào tạo</p><p>-  Giới tính: Nữ</p><p>-  Các yêu cầu khác: Năng động, nhiệt tình, chịu khó, trách nhiệm công việc; Sẵn sàng đi công tác xa, làm việc ngoài giờ</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Cao đẳng
         </li>
                  <li> Giới tính:
         Nữ  </li>
      	  	              		<li> Độ tuổi:
                        22 - 30
                 
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C02033,Unknown,Unknown,Unknown,Unknown
Project Staff  - (Bình Dương),35BB8BF8,https://careerbuilder.vn/vi/tim-viec-lam/project-staff-binh-duong.35BB8BF8.html,2023-03-03,Mới tốt nghiệp,2023-04-03,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <ol><li>Responsible for super user/ end user acceptance testing, including executing some test scripts and overseeing and execution of process training contributing efficient operations management;</li><li>Develop the operational flows as well as procedures (including warehouse and distribution);</li><li>Develop and maintain issue logs to ensure accountability for resolution of key issues;</li><li>Support operations team for Go-live project;</li><li>Integrate industry-wide, cross-functional projects and relationships;</li><li>Propose and follow up corrective actions for more efficient operations and solutions;</li><li>Participate in internal training activities;</li><li>Attend internal and external training activities when requested;</li><li>Do other tasks assigned by the Superior;</li></ol>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <ul><li>University graduated in Economy / Industrial / Logistics</li><li>Relevant experiences/experience in warehouse operations system/logistics is plus</li><li>Experience/ Knowledge in Project Management &amp; Operational Excellence is plus</li><li>Good computer skills (MS. Words, Excel, Outlook).</li><li>Ability to communicate in both verbal &amp; written English </li></ul>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
                  8 Tr - 10 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C01325,8.0,10.0,Unknown,Unknown
nhân viên thiểt kế 3d,35BB8961,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-thiet-ke-3d.35BB8961.html,2023-03-03,Nhân viên,2023-03-02,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <ul><li><p>Lên ý tưởng, thiết kế và triển khai các không gian nội thất cho các cửa hàng/đại lý theo fomat đã có sẵn.</p></li><li><p>Khảo sát, đo đạc, bố trí Layout.</p></li><li><p>Tiếp nhận và phân tích các yêu cầu thiết kế</p></li><li><p>Làm concept và lên ý tưởng thiết kế phối cảnh 3D công trình.</p></li><li><p>Triển khai bản vẽ chi tiết.</p></li><li><p>Hỗ trợ tư vấn thiết kế cho không gian cửa hàng/đại lý của Khách hàng.</p></li><li><p>Phối hợp các bộ phận thi công trong giai đoạn thi công trên công trình.</p></li><li><p>Thiết kế Logo và Hệ thống nhận diện thương hiệu</p></li></ul>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <ul><li><p>Kinh nghiệm: ít nhất 1 năm kinh nghiệm ở vị trí 3D Designer nội thất hoặc các vị trí tương đương.</p></li><li><p>Thành thạo các phần mềm thiết kế như Autocad, Sketchup, 3Dsmax…,</p></li><li><p>Am hiểu phong cách thiết kế và vật liệu sử dụng, có thẩm mỹ tốt, khả năng sáng tạo và đam mê thiết kế</p></li><li><p>Kỹ năng mềm: Giao tiếp tự tin, thuyết trình, giải quyết vấn đề, quản lý thời gian, teamworks, tự học,...</p></li><li><p>Thái độ/Tinh thần: Tiên phong, cầu tiến, chủ động, tuân thủ quy định, trung thực, thẳng thắn, biết lắng nghe, có tinh thần trách nhiệm cao,...</p></li><li><p>Tư duy: Phản biện, logic, sáng tạo, tích cực và luôn hướng đến giải pháp,...</p></li><li><p>Mức lương net: 10.000.000 - 15.000.0000 (Thoả thuận theo đúng năng lực).</p></li><li><p>Được hỗ trợ kinh phí học tập để nâng cao trình độ chuyên môn khi cần thiết.</p></li><li><p>Làm việc trong môi trường năng động, uy tín cao, tiềm lực mạnh, thoải mái phát triển tư duy và năng lực bản thân.</p></li><li><p>Được xét duyệt tăng lương định kỳ (3 tháng, 6 tháng, 1 năm...) bằng hình thức chủ động, đề xuất từ cấp trên,...</p></li><li><p>Được hưởng đầy đủ các chế độ : BHXH, BHYT, BHTN,… lương tháng thứ 13 theo quy định nhà nước và quy định của công ty.</p></li></ul>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                	  	              		<li> Độ tuổi:
                        24 - 35
                 
	</li>
	    <li> Thời gian làm việc: 9:00-18:00 </li>
        	                <li>Lương: 
                  10 Tr - 15 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C02034,10.0,15.0,1,2
Cost Control Executive,35BB8C00,https://careerbuilder.vn/vi/tim-viec-lam/cost-control-executive.35BB8C00.html,2023-03-03,Nhân viên,2023-03-31,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>· Kiểm soát tính hiệu quả về mặt sử dụng chi phí Opex/Capex của công ty. Đồng thời, rà soát lại các chi phí hoạt động để đánh giá tính hiệu quả cũng như tối ưu hóa về mặt chi phí sử dụng trước khi trình ký lên BOD.</p><p>· Việc kiểm soát ngân sách được thực hiện một các chính xác và tối ưu hơn, luôn đảm bảo đầy đủ các thông tin phê duyệt. Đảm bảo bất kỳ sự chênh lệch so với giá trị đề xuất ban đầu đều được phê duyệt đúng thẩm quyền</p><p>· Kiểm tra và đảm bảo việc lựa chọn nhà cung cấp phù hợp trên nguyên tắc về giá, yêu cầu kỹ thuật và các tiêu chuẩn khác để có chất lượng tương xứng</p><p>· Soát các các điều khoản tài chính trên các hợp đồng hoạt động</p><p>· Thực hiện các báo cáo quản trị nội bộ theo yêu cầu</p><p>· Ban hành các quy trình/chính sách liên quan</p><p>· Thực hiện các hoạt tài chính khác theo yêu cầu/đề xuất của cấp trên</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p><strong>1.    </strong><strong>Bằng cấp: </strong></p><p>·     Đại học trở lên</p><p><strong>2.    </strong><strong>Kiến thức:</strong></p><p>·     Liên quan trong trong lĩnh vực tài chính/kiểm toán/kế toán</p><p><strong>3.    </strong><strong>Kinh nghiệm:</strong></p><p>·     Ưu tiên (nhưng không bắt buộc) ứng viên có kinh nghiệm trong lĩnh vực bán lẻ, đặc biệt thời trang</p><p><strong>4.    </strong><strong>Kỹ năng/ năng lực:</strong></p><p>·     Kỹ năng hợp tác &amp; làm việc nhóm</p><p>·     Kỹ năng giao tiếp</p><p>·     Tinh thần trách nhiệm và chủ động trong công việc</p><p>·     Làm việc dưới áp lực cao</p><p>·     Kỹ năng sáng tạo và đổi mới</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
            	  	              <li> Thời gian thử việc: 2 tháng </li>
        		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    <li> Thời gian làm việc: 8h-17h30 Từ thứ 2 đến thứ 6 </li>
        	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C00782,Unknown,Unknown,1,3
